period,team,type,x_start,y_start,x_end,y_end
2,South Korea,Pass,76.1,60.3,87.5,77.7
2,Portugal,Pass,29.0,7.1,39.1,11.4
2,South Korea,Pass,81.0,68.7,83.6,72.3
2,South Korea,Pass,79.9,62.8,92.5,53.9
2,South Korea,Pass,93.0,53.3,101.0,58.3
2,Portugal,Pass,18.1,22.1,20.8,29.7
2,Portugal,Pass,20.8,29.7,25.4,22.3
2,Portugal,Pass,25.4,23.4,27.9,22.8
2,South Korea,Pass,110.2,66.5,111.1,64.1
2,South Korea,Pass,120.0,80.0,111.4,43.7
2,Portugal,Pass,17.2,76.3,61.9,34.7
2,Portugal,Pass,61.9,34.7,68.2,18.8
2,Portugal,Pass,80.2,25.5,97.6,22.5
2,Portugal,Pass,120.0,0.1,113.6,35.0
2,South Korea,Pass,22.7,35.8,81.3,0.1
2,Portugal,Pass,39.1,80.0,9.2,54.4
2,Portugal,Pass,10.2,54.8,56.5,20.0
2,Portugal,Pass,56.5,20.0,52.4,27.2
2,Portugal,Pass,52.4,27.2,55.5,15.9
2,Portugal,Pass,57.3,1.6,96.4,11.4
2,South Korea,Pass,16.8,72.3,31.9,77.4
2,South Korea,Pass,25.0,78.6,19.2,72.7
2,South Korea,Pass,19.2,72.7,18.8,77.4
2,South Korea,Pass,19.5,77.4,65.2,51.3
2,Portugal,Pass,54.9,28.8,75.7,27.2
2,Portugal,Pass,65.1,26.8,68.5,3.2
2,Portugal,Pass,68.5,3.2,80.8,2.2
2,Portugal,Pass,88.7,6.0,82.2,7.8
2,Portugal,Pass,82.2,7.8,97.4,3.2
2,Portugal,Pass,100.6,7.1,90.2,12.1
2,Portugal,Pass,89.4,20.8,88.4,25.5
2,Portugal,Pass,88.4,25.5,84.2,19.0
2,Portugal,Pass,80.2,19.3,51.9,33.4
2,Portugal,Pass,51.9,42.6,56.5,70.9
2,Portugal,Pass,52.4,75.2,103.3,75.4
2,South Korea,Pass,16.8,4.7,35.9,3.8
2,South Korea,Pass,35.9,3.8,43.1,3.4
2,South Korea,Pass,39.1,14.6,27.7,48.6
2,South Korea,Pass,27.4,45.8,16.1,37.6
2,South Korea,Pass,16.1,37.6,26.3,6.9
2,South Korea,Pass,27.1,4.4,37.9,3.8
2,South Korea,Pass,37.9,3.8,40.6,13.0
2,South Korea,Pass,40.6,13.0,43.8,30.7
2,South Korea,Pass,45.5,29.7,63.2,45.7
2,South Korea,Pass,64.9,47.8,79.3,46.7
2,Portugal,Pass,27.1,38.4,39.8,27.2
2,Portugal,Pass,40.2,26.2,46.0,8.7
2,Portugal,Pass,46.0,29.7,53.9,35.4
2,Portugal,Pass,57.2,43.2,67.4,67.2
2,Portugal,Pass,81.0,74.0,75.3,66.3
2,Portugal,Pass,75.3,66.3,80.8,74.7
2,Portugal,Pass,77.0,71.9,81.0,56.3
2,Portugal,Pass,78.7,53.1,67.4,50.7
2,Portugal,Pass,65.4,49.8,49.1,49.1
2,Portugal,Pass,52.4,47.4,94.8,7.4
2,Portugal,Pass,117.3,23.8,116.0,25.8
2,Portugal,Pass,101.2,2.4,88.4,18.3
2,Portugal,Pass,88.4,19.0,98.4,22.5
2,Portugal,Pass,92.1,32.0,85.9,50.7
2,Portugal,Pass,88.2,53.1,94.4,66.5
2,Portugal,Pass,98.4,65.8,86.9,61.0
2,Portugal,Pass,86.9,61.0,92.7,58.3
2,Portugal,Pass,81.2,70.9,74.6,70.8
2,Portugal,Pass,74.6,70.8,75.7,58.9
2,Portugal,Pass,75.7,58.9,55.6,70.2
2,Portugal,Pass,56.5,70.2,68.1,73.7
2,Portugal,Pass,68.8,75.7,76.3,72.9
2,Portugal,Pass,76.6,72.9,83.9,75.2
2,South Korea,Pass,38.9,3.7,45.8,2.8
2,Portugal,Pass,90.0,80.0,89.4,65.8
2,Portugal,Pass,85.5,53.4,91.4,20.0
2,Portugal,Pass,120.0,0.1,115.4,32.1
2,South Korea,Pass,98.3,52.3,108.3,44.6
2,Portugal,Pass,60.0,40.0,36.3,46.9
2,Portugal,Pass,36.5,46.4,83.5,57.3
2,Portugal,Pass,75.3,80.0,54.4,38.2
2,Portugal,Pass,54.4,38.2,59.6,35.7
2,Portugal,Pass,68.2,34.7,67.5,44.2
2,Portugal,Pass,63.1,46.9,67.8,36.4
2,Portugal,Pass,79.5,22.1,75.7,15.9
2,Portugal,Pass,76.3,18.6,105.8,30.5
2,Portugal,Pass,85.6,16.9,101.2,26.2
2,Portugal,Pass,101.2,26.9,105.0,31.7
2,Portugal,Pass,69.8,50.7,75.3,54.4
2,Portugal,Pass,75.7,53.8,64.7,33.4
2,Portugal,Pass,67.4,35.4,83.5,4.7
2,Portugal,Pass,86.5,1.6,98.4,2.2
2,Portugal,Pass,97.1,1.9,89.4,5.4
2,Portugal,Pass,79.7,8.4,62.6,29.5
2,Portugal,Pass,62.6,31.0,68.5,50.4
2,Portugal,Pass,73.3,52.1,93.0,35.0
2,Portugal,Pass,80.0,49.1,82.5,40.2
2,Portugal,Pass,82.5,40.2,73.9,40.2
2,Portugal,Pass,72.0,42.2,120.0,64.5
2,South Korea,Pass,7.0,36.1,89.8,41.7
2,Portugal,Pass,30.3,38.4,112.5,39.9
2,South Korea,Pass,16.2,45.7,77.9,67.7
2,Portugal,Pass,42.2,12.4,44.5,21.3
2,Portugal,Pass,44.7,27.5,46.7,59.6
2,South Korea,Pass,38.1,0.1,65.2,3.7
2,South Korea,Pass,26.4,0.1,55.3,3.4
2,South Korea,Pass,56.3,3.7,63.5,15.6
2,Portugal,Pass,55.2,46.4,70.8,67.2
2,Portugal,Pass,70.8,67.2,81.2,60.7
2,Portugal,Pass,74.7,54.5,61.1,25.8
2,South Korea,Pass,77.2,80.0,94.3,76.4
2,South Korea,Pass,94.3,76.4,89.5,78.9
2,South Korea,Pass,88.1,78.2,79.6,76.2
2,South Korea,Pass,79.3,75.4,81.9,72.3
2,Portugal,Pass,38.2,7.8,68.1,12.9
2,Portugal,Pass,58.9,0.1,44.7,13.9
